codigo_curso;nombre_curso;seccion;evaluacion;nombre_docente;tipo;aula;dia;inicio;fin;vacantes;;
SI805;INTEGRACION DE SISTEMAS;V;F;ESPINAL LAU,  MIGUEL EDUARDO;P;S4-105;JU;20;22;40;;
SI806;DESARROLLO ADAPTATIVO E INTEGRADO DEL SW;U;D;JANJACHI TORIBIO,  CARLOS ALBERTO;P;S1-129;SA;14;16;39;;
SI806;DESARROLLO ADAPTATIVO E INTEGRADO DEL SW;U;D;JANJACHI TORIBIO,  CARLOS ALBERTO;P;S1-129;SA;16;18;39;;
SI806;DESARROLLO ADAPTATIVO E INTEGRADO DEL SW;V;D;RAMOS MONTES,  CARLOS NELSON;P;S1-124;LU;18;20;23;;
SI806;DESARROLLO ADAPTATIVO E INTEGRADO DEL SW;V;D;RAMOS MONTES,  CARLOS NELSON;P;S1-124;LU;20;22;23;;
SI807;SISTEMAS DE INTELIGENCIA DE NEGOCIO;U;G;ARADIEL CASTAÑEDA,  HILARIO;P;S1-226;LU;20;22;26;;
SI807;SISTEMAS DE INTELIGENCIA DE NEGOCIO;U;G;ARADIEL CASTAÑEDA,  HILARIO;T;S4-211;LU;18;20;26;;
SI807;SISTEMAS DE INTELIGENCIA DE NEGOCIO;V;G;RAMOS MONTES,  CARLOS NELSON;P;S1-129;MA;20;22;39;;
SI807;SISTEMAS DE INTELIGENCIA DE NEGOCIO;V;G;RAMOS MONTES,  CARLOS NELSON;T;S1-129;MA;18;20;39;;
SI902;INGENIERIA DE SISTEMAS DE SERVICIO;U;F;VELARDE CARPIO,  MANUEL HELARF;P;S4-205;MI;20;22;37;;
SI902;INGENIERIA DE SISTEMAS DE SERVICIO;U;F;VELARDE CARPIO,  MANUEL HELARF;T;S4-205;MI;18;20;37;;
SI902;INGENIERIA DE SISTEMAS DE SERVICIO;V;F;MELGAREJO SOLIS,  RONALD ALFONSO;T;S4-207;MI;14;16;37;;
SI902;INGENIERIA DE SISTEMAS DE SERVICIO;V;F;MELGAREJO SOLIS,  RONALD ALFONSO;P;S4-207;MI;16;18;37;;
SI903;IMPLEMENTACION DE SISTEMAS;U;G;CALIZAYA NEYRA,  PERCY ANGEL;P;S4-111;MI;20;22;30;;
SI903;IMPLEMENTACION DE SISTEMAS;U;G;CALIZAYA NEYRA,  PERCY ANGEL;T;S4-111;MI;19;20;30;;
SI903;IMPLEMENTACION DE SISTEMAS;V;G;MELGAREJO SOLIS,  RONALD ALFONSO;P;S4-111;LU;19;20;30;;
SI903;IMPLEMENTACION DE SISTEMAS;V;G;MELGAREJO SOLIS,  RONALD ALFONSO;T;S4-111;LU;20;22;30;;
SI904;SEGURIDAD DE SISTEMAS;U;F;BRINGAS MASGO,  ISAAC ERNESTO;P;S1-226;JU;20;22;26;;
SI904;SEGURIDAD DE SISTEMAS;U;F;BRINGAS MASGO,  ISAAC ERNESTO;T;S1-226;MA;18;20;26;;
SI904;SEGURIDAD DE SISTEMAS;V;F;NN;P;S1-226;MA;20;22;26;;
SI904;SEGURIDAD DE SISTEMAS;V;F;NN;T;S1-226;JU;18;20;26;;
SI905;TALLER DE PROYECTO DE INVESTIGACION;U;D;UN JAN LIAU HING,  EMILIO ALBERTO;P;S4-205;MA;18;22;35;;
SI905;TALLER DE PROYECTO DE INVESTIGACION;V;D;SOTELO VILLENA,  JUAN CARLOS;P;S4-110;VI;18;22;35;;
SW101;INTRODUCCION A LA INGENIERIA DE SOFTWARE;U;F;ANTAURCO TRUJILLO,  JESÚS WALTER;P;S4-207;SA;10;12;32;;
SW101;INTRODUCCION A LA INGENIERIA DE SOFTWARE;U;F;ANTAURCO TRUJILLO,  JESÚS WALTER;T;S4-207;SA;8;10;32;;
SW101;INTRODUCCION A LA INGENIERIA DE SOFTWARE;V;F;SANCHEZ ESPINOZA,  JAVIER CONCEPCIÓN;T;S4-109;LU;16;18;32;;
SW101;INTRODUCCION A LA INGENIERIA DE SOFTWARE;V;F;SANCHEZ ESPINOZA,  JAVIER CONCEPCIÓN;P;S1-126;MI;16;18;32;;
SW119;PRINCIPIOS DE UX/UI;U;F;NN;T;S1-327;JU;18;20;23;;
SW119;PRINCIPIOS DE UX/UI;U;F;NN;P;S1-327;JU;20;22;23;;
SW301;ARQUITECTURA DE COMPUTADORAS I;U;G;LEIVA POVIS, JORGE ZENON;T;LAB-O;SA;13;14;48;;
SW301;ARQUITECTURA DE COMPUTADORAS I;U;G;LEIVA POVIS, JORGE ZENON;P;LAB-O;SA;14;16;48;;
SW303;LENGUAJES DE PROGRAMACION I (IMPERATIVO);U;F;HERENCIA GUERRA JUAN LUIS;T;LAB-O;LU;16;18;46;;
SW303;LENGUAJES DE PROGRAMACION I (IMPERATIVO);U;F;HERENCIA GUERRA JUAN LUIS;P;LAB-O;LU;18;20;46;;
SW303;LENGUAJES DE PROGRAMACION I (IMPERATIVO);U;F;HERENCIA GUERRA JUAN LUIS;P;LAB-O;LU;20;22;46;;
SW305;ALGORITMIA Y ESTRUCTURA DE DATOS AVANZADA;U;F;AUDANTE RAMOS,  NESTOR RAFAEL;P;LAB-O;SA;11;13;48;;
SW305;ALGORITMIA Y ESTRUCTURA DE DATOS AVANZADA;U;F;AUDANTE RAMOS,  NESTOR RAFAEL;T;LAB-O;MA;20;22;48;;
SW403;LENGUAJE DE PROGRAMACION II (ORIENTADA A OBJETOS);U;F;CISNEROS NAPRAVNIK, JAN EEDUARDO;P;S1-229;JU;14;16;26;;
SW403;LENGUAJE DE PROGRAMACION II (ORIENTADA A OBJETOS);U;F;CISNEROS NAPRAVNIK, JAN EEDUARDO;T;S1-229;MA;14;16;26;;
SW403;LENGUAJE DE PROGRAMACION II (ORIENTADA A OBJETOS);U;F;CISNEROS NAPRAVNIK, JAN EEDUARDO;T;S1-229;MA;16;18;26;;
SW405;INGENIERIA DE REQUERIMIENTOS I;U;F;RAMOS MUÑOZ, ALFREDO MARINO;P;S1-229;MI;12;14;26;;
SW405;INGENIERIA DE REQUERIMIENTOS I;U;F;RAMOS MUÑOZ, ALFREDO MARINO;T;S1-229;MI;10;12;26;;
SW407;SISTEMAS OPERATIVOS;U;G;RAMOS MONTES,  CARLOS NELSON;P;S1-126;LU;16;18;32;;
SW407;SISTEMAS OPERATIVOS;U;G;RAMOS MONTES,  CARLOS NELSON;T;S1-126;LU;14;16;32;;
SW501;ARQUITECTURA DE COMPUTADORAS II;U;G;LEIVA POVIS, JORGE ZENON;P;S1-129;SA;10;12;39;;
SW501;ARQUITECTURA DE COMPUTADORAS II;U;G;LEIVA POVIS, JORGE ZENON;T;S1-129;SA;8;10;39;;
SW503;ANALISIS Y MODELAMIENTO DE COMPORTAMIENTO;U;F;JANJACHI TORIBIO,  CARLOS ALBERTO;T;S1-126;LU;20;22;32;;
SW503;ANALISIS Y MODELAMIENTO DE COMPORTAMIENTO;U;F;JANJACHI TORIBIO,  CARLOS ALBERTO;P;S1-129;VI;18;20;32;;
SW503;ANALISIS Y MODELAMIENTO DE COMPORTAMIENTO;U;F;JANJACHI TORIBIO,  CARLOS ALBERTO;P;S1-129;VI;20;22;32;;
SW505;CONSTRUCCION DE SOFTWARE I (FUNDAMENTOS, PRACTICAS);U;D;HERENCIA GUERRA JUAN LUIS;P;S1-129;JU;18;22;39;;
SW505;CONSTRUCCION DE SOFTWARE I (FUNDAMENTOS, PRACTICAS);U;D;HERENCIA GUERRA JUAN LUIS;T;S1-129;JU;16;18;39;;
SW507;REDES Y COMUNICACIONES;U;F;CANALES ARIAS, FELIX GASPAR;P;S1-126;SA;14;16;32;;
SW507;REDES Y COMUNICACIONES;U;F;CANALES ARIAS, FELIX GASPAR;T;S1-126;SA;12;14;32;;
SW-603;DISEÑO DE SOFTWARE;U;D;CABALLERO ORTIZ, JOSE ALBERTO;P;S1-327;LU;18;20;23;;
SW-603;DISEÑO DE SOFTWARE;U;D;CABALLERO ORTIZ, JOSE ALBERTO;T;S1-327;LU;16;18;23;;
SW605 ;INGENIERIA DE REQUERIMIENTOS II;U;F;RAMOS MUÑOZ, ALFREDO MARINO;P;S1-327;MI;18;20;23;;
SW605 ;INGENIERIA DE REQUERIMIENTOS II;U;F;RAMOS MUÑOZ, ALFREDO MARINO;T;S1-327;MI;16;18;23;;
SW-608;LENGUAJE DE DOMINIO ESPECIFICO;U;F;NN;P;S1-327;MA;18;20;23;;
SW-608;LENGUAJE DE DOMINIO ESPECIFICO;U;F;NN;P;S1-327;MA;20;22;23;;
SW-608;LENGUAJE DE DOMINIO ESPECIFICO;U;F;NN;T;S1-327;LU;20;22;23;;
SW-609;SISTEMAS DE GESTION DE BASE DE DATOS;U;G;CORONEL CASTILLO,  ERIC GUSTAVO;P;S1-327;JU;10;12;23;;
SW-609;SISTEMAS DE GESTION DE BASE DE DATOS;U;G;CORONEL CASTILLO,  ERIC GUSTAVO;P;S1-327;JU;12;14;23;;
SW-609;SISTEMAS DE GESTION DE BASE DE DATOS;U;G;CORONEL CASTILLO,  ERIC GUSTAVO;T;S1-327;JU;8;10;23;;
TE101;DIBUJO DE INGENIERIA;U;D;CALLO MOSCOSO, LUIS ALBERTO;P;S4-209;VI;14;16;35;;
TE101;DIBUJO DE INGENIERIA;U;D;CALLO MOSCOSO, LUIS ALBERTO;P;S4-209;SA;8;10;35;;
TE101;DIBUJO DE INGENIERIA;V;D;CALLO MOSCOSO, LUIS ALBERTO;P;S4-211;VI;16;18;35;;
TE101;DIBUJO DE INGENIERIA;V;D;CALLO MOSCOSO, LUIS ALBERTO;P;S4-209;SA;12;14;35;;
TE101;DIBUJO DE INGENIERIA;W;D;MONCADA CAJAVILCA, VICTOR JOSÉ;P;S4-209;LU;16;18;35;;
TE101;DIBUJO DE INGENIERIA;W;D;MONCADA CAJAVILCA, VICTOR JOSÉ;P;S4-201;VI;14;16;35;;
TE111;INNOVACION Y GESTION TECNOLOGICA;U;G;VILCAPOMA ESCURRA, EDGAR SOCRATES;P;S4-206;JU;20;22;30;;
TE111;INNOVACION Y GESTION TECNOLOGICA;U;G;VILCAPOMA ESCURRA, EDGAR SOCRATES;T;S4-206;JU;18;20;30;;
TE121;ERGONOMIA;U;F;KRAJNIK STULIN, FRANCO LUCIANO;P;S4-111;JU;14;16;30;;
TE121;ERGONOMIA;U;F;KRAJNIK STULIN, FRANCO LUCIANO;T;S4-203;MA;14;16;30;;
TE122;PROCESOS AGROINDUSTRIALES;U;F;PARRA OSORIO, HERNAN JULIO;P;S4-208;VI;16;18;30;;
TE122;PROCESOS AGROINDUSTRIALES;U;F;PARRA OSORIO, HERNAN JULIO;T;S4-214;MI;16;18;30;;
TE124;GESTION DE LA ENERGIA;U;F;POMA GARCÍA , JOSÉ ANTONIO;P;S1-129;MI;16;18;39;;
TE124;GESTION DE LA ENERGIA;U;F;POMA GARCÍA , JOSÉ ANTONIO;T;S1-129;MA;16;18;39;;
TE126;GESTION DEL MANTENIMIENTO;U;F;VALDIVIA CAMACHO, GLORIA  ESTHER;P;S4-105;MI;20;22;30;;
TE126;GESTION DEL MANTENIMIENTO;U;F;VALDIVIA CAMACHO, GLORIA  ESTHER;T;S4-112;LU;20;22;30;;
TE205;DIBUJO Y GEOMETRIA DESCRIPTIVA;U;D;CALLO MOSCOSO, LUIS ALBERTO;P;S4-209;SA;10;12;40;;
TE205;DIBUJO Y GEOMETRIA DESCRIPTIVA;U;D;CALLO MOSCOSO, LUIS ALBERTO;P;S4-211;VI;18;20;40;;
TE301;FISICO QUIMICA Y OPERACIONES UNITARIAS;U;F;PARRA OSORIO, HERNAN JULIO;P;S4-204;LU;10;12;40;;
TE301;FISICO QUIMICA Y OPERACIONES UNITARIAS;U;F;PARRA OSORIO, HERNAN JULIO;T;S4-109;MI;8;11;40;;
TE301;FISICO QUIMICA Y OPERACIONES UNITARIAS;V;F;VALENZUELA GONZALEZ, ERIK OMAR;P;S4-111;LU;8;10;40;;
TE301;FISICO QUIMICA Y OPERACIONES UNITARIAS;V;F;VALENZUELA GONZALEZ, ERIK OMAR;T;S4-109;MI;14;17;40;;
TE302;DISEÑO ASISTIDO POR COMPUTADOR;U;D;MUÑOZ INGA, CARLOS  ;P;S1-126;MI;18;20;32;;
TE302;DISEÑO ASISTIDO POR COMPUTADOR;U;D;MUÑOZ INGA, CARLOS  ;T;S1-126;LU;18;20;32;;
TE302;DISEÑO ASISTIDO POR COMPUTADOR;V;D;MONCADA CAJAVILCA, VICTOR JOSÉ;P;S1-226;VI;18;20;26;;
TE302;DISEÑO ASISTIDO POR COMPUTADOR;V;D;CIEZA DE LEÓN TUESTA, EDUARDO JOSÉ;T;S1-226;LU;16;18;26;;
TE302;DISEÑO ASISTIDO POR COMPUTADOR;W;D;CIEZA DE LEÓN TUESTA, EDUARDO JOSÉ;P;S1-226;MI;20;22;26;;
TE302;DISEÑO ASISTIDO POR COMPUTADOR;W;D;CIEZA DE LEÓN TUESTA, EDUARDO JOSÉ;T;S1-226;MI;18;20;26;;
TE401;TERMODINAMICA;U;F;TARAZONA PONTE, SANTIAGO  ;P;S4-201;MA;12;14;35;;
TE401;TERMODINAMICA;U;F;TARAZONA PONTE, SANTIAGO  ;T;S4-201;MI;10;12;35;;
TE401;TERMODINAMICA;V;F;CHAFLOQUE ELIAS, CARLOS ALBERTO;P;S4-201;VI;8;10;35;;
TE401;TERMODINAMICA;V;F;CHAFLOQUE ELIAS, CARLOS ALBERTO;T;S4-201;MI;8;10;35;;
TE501;ELECTRICIDAD Y ELECTRONICA INDUSTRIAL;U;F;TARAZONA PONTE, SANTIAGO  ;P;S4-201;LU;14;16;40;;
TE501;ELECTRICIDAD Y ELECTRONICA INDUSTRIAL;U;F;TARAZONA PONTE, SANTIAGO  ;T;S4-201;MA;8;11;40;;
TE501;ELECTRICIDAD Y ELECTRONICA INDUSTRIAL;V;F;BENITES YARLEQUÉ, JOSÉ VALERIO;P;S4-109;MA;12;14;40;;
TE501;ELECTRICIDAD Y ELECTRONICA INDUSTRIAL;V;F;BENITES YARLEQUÉ, JOSÉ VALERIO;T;S4-111;VI;18;21;40;;
TE503;PROCESOS INDUSTRIALES I;U;F;RONDINEL PINEDA, PETRA ELINE;P;S4-203;VI;8;12;40;;
TE503;PROCESOS INDUSTRIALES I;U;F;PARRA OSORIO, HERNAN JULIO;T;S4-105;LU;8;10;40;;
TE503;PROCESOS INDUSTRIALES I;V;F;OSORIO MARUJO, BILMA ELIZABETH;P;S4-111;MI;8;12;40;;
TE503;PROCESOS INDUSTRIALES I;V;F;OSORIO MARUJO, BILMA ELIZABETH;T;S4-111;VI;10;12;40;;
TE601;INGENIERIA DE MATERIALES;U;F;CRUZ FIGUEROA, GUILLERMO ROLDAN;P;S4-110;MI;12;14;25;;
TE601;INGENIERIA DE MATERIALES;U;F;CRUZ FIGUEROA, GUILLERMO ROLDAN;T;S4-111;MA;14;16;25;;
TE601;INGENIERIA DE MATERIALES;V;F;AGUERO MAURICIO, ALFREDO ROLANDO;P;S4-110;VI;12;14;25;;
TE601;INGENIERIA DE MATERIALES;V;F;AGUERO MAURICIO, ALFREDO ROLANDO;T;S4-109;MI;12;14;25;;
TE601;INGENIERIA DE MATERIALES;W;F;CRUZ FIGUEROA, GUILLERMO ROLDAN;P;S4-110;JU;12;14;25;;
TE601;INGENIERIA DE MATERIALES;W;F;CRUZ FIGUEROA, GUILLERMO ROLDAN;T;S4-111;MA;12;14;25;;
TE602;PROCESOS INDUSTRIALES II;U;F;MUÑOZ INGA, CARLOS  ;P;S4-109;MI;20;22;27;;
TE602;PROCESOS INDUSTRIALES II;U;F;MUÑOZ INGA, CARLOS  ;T;S4-109;JU;20;22;27;;
TE602;PROCESOS INDUSTRIALES II;V;F;CRUZ FIGUEROA, GUILLERMO ROLDAN;P;S4-112;JU;14;16;27;;
TE602;PROCESOS INDUSTRIALES II;V;F;CRUZ FIGUEROA, GUILLERMO ROLDAN;T;S4-105;MI;14;16;27;;
TE602;PROCESOS INDUSTRIALES II;W;F;AGUERO MAURICIO, ALFREDO ROLANDO;P;S4-207;VI;14;16;27;;
TE602;PROCESOS INDUSTRIALES II;W;F;AGUERO MAURICIO, ALFREDO ROLANDO;T;S4-110;JU;14;16;27;;
TE603;CONTROL ESTADISTICO DE PROCESOS;U;F;LAU CARRILLO, CARMEN IVONNE;P;S4-111;LU;12;14;45;;
TE603;CONTROL ESTADISTICO DE PROCESOS;U;F;LAU CARRILLO, CARMEN IVONNE;T;S4-111;VI;12;14;45;;
TE603;CONTROL ESTADISTICO DE PROCESOS;V;F;ZARATE FLORES, MARCEL DARIO;P;S4-206;SA;10;12;45;;
TE603;CONTROL ESTADISTICO DE PROCESOS;V;F;ZARATE FLORES, MARCEL DARIO;T;S4-206;SA;8;10;45;;
TE604;MAQUINARIA E INSTRUMENTACION INDUSTRIAL;U;F;ZUÑIGA MERCADO, ANTONIO  ;P;AUTOMAT;MI;14;16;32;;
TE604;MAQUINARIA E INSTRUMENTACION INDUSTRIAL;U;F;ZUÑIGA MERCADO, ANTONIO  ;T;AUTOMAT;MA;14;16;32;;
TE604;MAQUINARIA E INSTRUMENTACION INDUSTRIAL;V;F;NN NN, NN NN;P;AUTOMAT;MI;20;22;32;;
TE604;MAQUINARIA E INSTRUMENTACION INDUSTRIAL;V;F;NN NN, NN NN;T;AUTOMAT;MI;18;20;32;;
TE604;MAQUINARIA E INSTRUMENTACION INDUSTRIAL;W;F;NN NN, NN NN;T;AUTOMAT;LU;14;16;32;;
TE604;MAQUINARIA E INSTRUMENTACION INDUSTRIAL;W;F;NN NN, NN NN;P;AUTOMAT;MA;20;22;32;;
TE701;ANALISIS DE PROCESOS DE MANUFACTURA;U;F;AGUERO MAURICIO, ALFREDO ROLANDO;P;S4-208;LU;18;20;37;;
TE701;ANALISIS DE PROCESOS DE MANUFACTURA;U;F;AGUERO MAURICIO, ALFREDO ROLANDO;T;S4-208;JU;16;18;37;;
TE701;ANALISIS DE PROCESOS DE MANUFACTURA;V;F;GARCIA CORZO, JUAN CARLOS;T;S4-204;MI;18;20;37;;
TE701;ANALISIS DE PROCESOS DE MANUFACTURA;V;F;GARCIA CORZO, JUAN CARLOS;P;S4-204;MI;20;22;37;;
TE801;AUTOMATIZACION Y CONTROL DE PROCESOS;U;F;MUÑOZ INGA, CARLOS  ;P;AUTOMAT;LU;20;22;25;;
TE801;AUTOMATIZACION Y CONTROL DE PROCESOS;U;F;MUÑOZ INGA, CARLOS  ;T;AUTOMAT;JU;18;20;25;;
TE801;AUTOMATIZACION Y CONTROL DE PROCESOS;V;F;ZUÑIGA MERCADO, ANTONIO  ;P;AUTOMAT;LU;18;20;25;;
TE801;AUTOMATIZACION Y CONTROL DE PROCESOS;V;F;ZUÑIGA MERCADO, ANTONIO  ;T;AUTOMAT;LU;16;18;25;;
TE801;AUTOMATIZACION Y CONTROL DE PROCESOS;W;F;ZUÑIGA MERCADO, ANTONIO  ;P;AUTOMAT;MA;18;20;25;;
TE801;AUTOMATIZACION Y CONTROL DE PROCESOS;W;F;ZUÑIGA MERCADO, ANTONIO  ;T;AUTOMAT;MA;16;18;25;;
TE802;INGENIERIA DEL PRODUCTO;U;F;CIEZA DE LEÓN TUESTA, EDUARDO JOSÉ;P;S1-229;LU;20;22;26;;
TE802;INGENIERIA DEL PRODUCTO;U;F;CIEZA DE LEÓN TUESTA, EDUARDO JOSÉ;T;S4-214;LU;18;20;26;;
TE802;INGENIERIA DEL PRODUCTO;V;F;MONCADA CAJAVILCA, VICTOR JOSÉ;P;S1-126;VI;16;18;32;;
TE802;INGENIERIA DEL PRODUCTO;V;F;NN NN, NN NN;T;S4-109;SA;16;18;32;;
TE803;SISTEMAS INTEGRADOS DE CALIDAD;U;F;KRAJNIK STULIN, FRANCO LUCIANO;P;S4-209;JU;16;18;35;;
TE803;SISTEMAS INTEGRADOS DE CALIDAD;U;F;KRAJNIK STULIN, FRANCO LUCIANO;T;S4-209;MA;16;18;35;;
TE803;SISTEMAS INTEGRADOS DE CALIDAD;V;F;EGÚZQUIZA FIGUEROA, MARÍA ENERINA;P;S4-202;JU;16;18;35;;
TE803;SISTEMAS INTEGRADOS DE CALIDAD;V;F;EGÚZQUIZA FIGUEROA, MARÍA ENERINA;T;S4-202;MA;16;18;35;;
TE901;SEGURIDAD Y SALUD OCUPACIONAL;U;F;ROBLES LAYNES, JOSE LUIS;T;S4-204;SA;8;10;35;;
TE901;SEGURIDAD Y SALUD OCUPACIONAL;U;F;ROBLES LAYNES, JOSE LUIS;P;S4-204;SA;10;12;35;;
TE901;SEGURIDAD Y SALUD OCUPACIONAL;V;F;GARCIA CORZO, JUAN CARLOS;P;S4-105;SA;20;22;35;;
TE901;SEGURIDAD Y SALUD OCUPACIONAL;V;F;GARCIA CORZO, JUAN CARLOS;T;S4-105;SA;18;20;35;;
